Sample Well ID,Sample Concentration,Comment
A03,12.043,Volume to be pipetted for this well (21.698455642469376 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
A05,22.001,Volume to be pipetted for this well (11.877391995921034 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
A07,29.78,Volume to be pipetted for this well (8.774832145811239 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
A09,17.819000000000006,Volume to be pipetted for this well (14.664936377027814 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
A11,22.96,Volume to be pipetted for this well (11.381293610725551 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
A13,17.31,Volume to be pipetted for this well (15.096158365237361 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
A17,20.601,Volume to be pipetted for this well (12.684554211070273 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
A19,12.794,Volume to be pipetted for this well (20.42476952495378 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
A21,24.672,Volume to be pipetted for this well (10.591541070941094 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
C07,15.215,Volume to be pipetted for this well (17.17479469617211 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
C09,10.595,Volume to be pipetted for this well (24.66394538010936 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
C11,18.675,Volume to be pipetted for this well (13.992744380308363 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
C13,28.145,Volume to be pipetted for this well (9.28457990059544 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
C15,23.718000000000004,Volume to be pipetted for this well (11.01756055747781 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
C17,26.318,Volume to be pipetted for this well (9.929117003657522 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
C19,29.484,Volume to be pipetted for this well (8.86292569876064 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
C21,23.33,Volume to be pipetted for this well (11.200793026243408 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
C23,25.185,Volume to be pipetted for this well (10.375799138465704 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
E05,12.493,Volume to be pipetted for this well (20.916873553370586 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
E06,20.006,Volume to be pipetted for this well (13.061806523155989 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
E07,37.644,Volume to be pipetted for this well (6.941730456440832 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
E09,29.792,Volume to be pipetted for this well (8.771297707514053 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
E11,29.406,Volume to be pipetted for this well (8.886434785494753 nL) is smaller than pipetting capacity (25.0 nL). You MUST reprocess the file
