Sample Well ID,Sample Concentration,Comment
A04,-0.034,Sample has negative value for concentration
A05,-0.336,Sample has negative value for concentration
A06,-0.355,Sample has negative value for concentration
A07,-0.354,Sample has negative value for concentration
A08,-0.355,Sample has negative value for concentration
A09,-0.36700000000000005,Sample has negative value for concentration
A10,-0.33399999999999996,Sample has negative value for concentration
A11,-0.341,Sample has negative value for concentration
A12,-0.348,Sample has negative value for concentration
A13,-0.35,Sample has negative value for concentration
A14,-0.361,Sample has negative value for concentration
A15,-0.337,Sample has negative value for concentration
A16,-0.322,Sample has negative value for concentration
A17,-0.336,Sample has negative value for concentration
A18,-0.316,Sample has negative value for concentration
A19,-0.33299999999999996,Sample has negative value for concentration
A20,-0.341,Sample has negative value for concentration
A21,-0.336,Sample has negative value for concentration
A22,-0.322,Sample has negative value for concentration
A23,-0.32299999999999995,Sample has negative value for concentration
A24,-0.29600000000000004,Sample has negative value for concentration
B03,-0.053,Sample has negative value for concentration
B05,-0.34,Sample has negative value for concentration
B07,-0.368,Sample has negative value for concentration
B09,-0.34,Sample has negative value for concentration
B11,-0.337,Sample has negative value for concentration
B13,-0.34299999999999997,Sample has negative value for concentration
B15,-0.304,Sample has negative value for concentration
B17,-0.298,Sample has negative value for concentration
B19,-0.33299999999999996,Sample has negative value for concentration
B21,-0.32299999999999995,Sample has negative value for concentration
B23,-0.322,Sample has negative value for concentration
C03,-0.017,Sample has negative value for concentration
C05,-0.327,Sample has negative value for concentration
C06,-0.32899999999999996,Sample has negative value for concentration
C07,-0.332,Sample has negative value for concentration
C08,-0.337,Sample has negative value for concentration
C09,-0.331,Sample has negative value for concentration
C11,-0.342,Sample has negative value for concentration
C12,-0.335,Sample has negative value for concentration
C13,-0.33799999999999997,Sample has negative value for concentration
C14,-0.335,Sample has negative value for concentration
C15,-0.34600000000000003,Sample has negative value for concentration
C16,-0.309,Sample has negative value for concentration
C17,-0.321,Sample has negative value for concentration
C18,-0.341,Sample has negative value for concentration
C19,-0.306,Sample has negative value for concentration
C20,-0.348,Sample has negative value for concentration
C21,-0.349,Sample has negative value for concentration
C22,-0.33399999999999996,Sample has negative value for concentration
C23,-0.3,Sample has negative value for concentration
C24,-0.313,Sample has negative value for concentration
D03,-0.002,Sample has negative value for concentration
D05,-0.35600000000000004,Sample has negative value for concentration
D07,-0.345,Sample has negative value for concentration
D09,-0.32,Sample has negative value for concentration
D11,-0.31,Sample has negative value for concentration
D13,-0.316,Sample has negative value for concentration
D15,-0.311,Sample has negative value for concentration
D17,-0.313,Sample has negative value for concentration
D19,-0.318,Sample has negative value for concentration
D21,-0.322,Sample has negative value for concentration
D23,-0.316,Sample has negative value for concentration
E05,-0.358,Sample has negative value for concentration
E06,-0.326,Sample has negative value for concentration
E07,-0.3,Sample has negative value for concentration
E08,-0.316,Sample has negative value for concentration
E09,-0.358,Sample has negative value for concentration
E10,-0.336,Sample has negative value for concentration
E11,-0.335,Sample has negative value for concentration
E12,-0.353,Sample has negative value for concentration
E13,-0.354,Sample has negative value for concentration
E14,-0.32799999999999996,Sample has negative value for concentration
E15,-0.332,Sample has negative value for concentration
E16,-0.316,Sample has negative value for concentration
E17,-0.306,Sample has negative value for concentration
E18,-0.317,Sample has negative value for concentration
E19,-0.336,Sample has negative value for concentration
E20,-0.33899999999999997,Sample has negative value for concentration
E21,-0.32799999999999996,Sample has negative value for concentration
E22,-0.324,Sample has negative value for concentration
E23,-0.324,Sample has negative value for concentration
E24,-0.316,Sample has negative value for concentration
F05,-0.373,Sample has negative value for concentration
F07,-0.345,Sample has negative value for concentration
F09,-0.28600000000000003,Sample has negative value for concentration
F11,-0.355,Sample has negative value for concentration
F13,-0.31,Sample has negative value for concentration
F15,-0.32899999999999996,Sample has negative value for concentration
F17,-0.34600000000000003,Sample has negative value for concentration
F19,-0.32,Sample has negative value for concentration
F21,-0.306,Sample has negative value for concentration
F23,-0.32,Sample has negative value for concentration
G03,-0.027999999999999997,Sample has negative value for concentration
G05,-0.32899999999999996,Sample has negative value for concentration
G06,-0.322,Sample has negative value for concentration
G07,-0.355,Sample has negative value for concentration
G08,-0.32899999999999996,Sample has negative value for concentration
G09,-0.324,Sample has negative value for concentration
G10,-0.345,Sample has negative value for concentration
G11,-0.35600000000000004,Sample has negative value for concentration
G12,-0.321,Sample has negative value for concentration
G13,-0.32,Sample has negative value for concentration
G14,-0.345,Sample has negative value for concentration
G15,-0.341,Sample has negative value for concentration
G16,-0.33799999999999997,Sample has negative value for concentration
G17,-0.34299999999999997,Sample has negative value for concentration
G18,-0.317,Sample has negative value for concentration
G19,-0.312,Sample has negative value for concentration
G20,-0.314,Sample has negative value for concentration
G21,-0.295,Sample has negative value for concentration
G22,-0.326,Sample has negative value for concentration
G23,-0.303,Sample has negative value for concentration
G24,-0.325,Sample has negative value for concentration
H07,-0.28600000000000003,Sample has negative value for concentration
H09,-0.337,Sample has negative value for concentration
H11,-0.34,Sample has negative value for concentration
H13,-0.303,Sample has negative value for concentration
H15,-0.32799999999999996,Sample has negative value for concentration
H17,-0.348,Sample has negative value for concentration
H19,-0.349,Sample has negative value for concentration
H21,-0.298,Sample has negative value for concentration
H23,-0.335,Sample has negative value for concentration
I03,-0.034,Sample has negative value for concentration
I04,-0.033,Sample has negative value for concentration
I05,-0.344,Sample has negative value for concentration
I06,-0.33799999999999997,Sample has negative value for concentration
I07,-0.32799999999999996,Sample has negative value for concentration
I08,-0.31,Sample has negative value for concentration
I09,-0.324,Sample has negative value for concentration
I10,-0.344,Sample has negative value for concentration
I11,-0.32899999999999996,Sample has negative value for concentration
I12,-0.336,Sample has negative value for concentration
I13,-0.331,Sample has negative value for concentration
I14,-0.33299999999999996,Sample has negative value for concentration
I15,-0.337,Sample has negative value for concentration
I16,-0.32299999999999995,Sample has negative value for concentration
I17,-0.309,Sample has negative value for concentration
I18,-0.341,Sample has negative value for concentration
I19,-0.306,Sample has negative value for concentration
I20,-0.32899999999999996,Sample has negative value for concentration
I21,-0.354,Sample has negative value for concentration
I22,-0.07,Sample has negative value for concentration
I23,-0.327,Sample has negative value for concentration
I24,-0.298,Sample has negative value for concentration
J03,-0.04,Sample has negative value for concentration
J05,-0.317,Sample has negative value for concentration
J07,-0.34299999999999997,Sample has negative value for concentration
J09,-0.35200000000000004,Sample has negative value for concentration
J11,-0.318,Sample has negative value for concentration
J13,-0.35200000000000004,Sample has negative value for concentration
J15,-0.312,Sample has negative value for concentration
J17,-0.335,Sample has negative value for concentration
J19,-0.341,Sample has negative value for concentration
J21,-0.33299999999999996,Sample has negative value for concentration
J23,-0.297,Sample has negative value for concentration
K03,-0.025,Sample has negative value for concentration
K05,-0.341,Sample has negative value for concentration
K06,-0.33399999999999996,Sample has negative value for concentration
K07,-0.33,Sample has negative value for concentration
K08,-0.32,Sample has negative value for concentration
K09,-0.354,Sample has negative value for concentration
K10,-0.317,Sample has negative value for concentration
K11,-0.33799999999999997,Sample has negative value for concentration
K12,-0.353,Sample has negative value for concentration
K13,-0.322,Sample has negative value for concentration
K14,-0.322,Sample has negative value for concentration
K15,-0.349,Sample has negative value for concentration
K16,-0.337,Sample has negative value for concentration
K17,-0.34,Sample has negative value for concentration
K18,-0.32299999999999995,Sample has negative value for concentration
K19,-0.332,Sample has negative value for concentration
K20,-0.314,Sample has negative value for concentration
K21,-0.298,Sample has negative value for concentration
K22,-0.299,Sample has negative value for concentration
K23,-0.319,Sample has negative value for concentration
